"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Aug 14 14:30:40 GMT 2021","Sat Aug 14 14:30:45 GMT 2021","5021","src.tests","bejelentkezes_test","","","","test_webshop",""
